surface_id	family	kind	state	source_keys	capture_selector	status	baseline_evidence	source_and_journey_review	visual_review	findings_and_changes	final_evidence
tracks.activity.menu	tracks	menu	open	menu:track-activity	com.whip.app.VisualCatalogPagesTest#captureTrackPageCatalog	Investigating	artifacts/astra-audit/2026-09-09/track-baseline/raw/tracks.activity.menu.png + .xml; 11-owner run zBSwa4 from 5ae0892	Partial source review under VER-20260909-016; complete persisted journeys and omitted states remain open.	Personally inspected original API 34 baseline: Anchored Open Track and separated destructive Delete Entry are legible. See ASTRA_TRACKS_REVIEW_2026-09-09.md; no whole-state acceptance.	Pending	Pending
tracks.entry.menu	tracks	menu	open	menu:track-entry	com.whip.app.VisualCatalogPagesTest#captureTrackPageCatalog	Investigating	artifacts/astra-audit/2026-09-09/track-baseline/raw/tracks.entry.menu.png + .xml; 11-owner run zBSwa4 from 5ae0892	Partial source review under VER-20260909-016; complete persisted journeys and omitted states remain open.	Personally inspected original API 34 baseline: Anchored Delete Entry is legible and distinct. See ASTRA_TRACKS_REVIEW_2026-09-09.md; no whole-state acceptance.	Pending	Pending
tracks.reorder.menu	tracks	menu	open	menu:track-reorder	com.whip.app.VisualCatalogPagesTest#captureTrackPageCatalog	Investigating	artifacts/astra-audit/2026-09-09/track-baseline/raw/tracks.reorder.menu.png + .xml; 11-owner run zBSwa4 from 5ae0892	Partial source review under VER-20260909-016; complete persisted journeys and omitted states remain open.	Personally inspected original API 34 baseline: The displayed menu contains Select Tracks only. It is not evidence of selection or reordering. See ASTRA_TRACKS_REVIEW_2026-09-09.md; no whole-state acceptance.	Pending	Pending
gym.workout.empty	gym	page	no active workout	route:gym-workout-empty	com.whip.app.VisualCatalogPagesTest#captureGymPageCatalog	Investigating	/tmp/whip-astra-baseline-20260908/raw/gym.workout.empty.png + .xml; 66-owner run khC0SB	Pending	Pending	Pending	Pending
gym.workout.active	gym	page	active workout	route:gym-workout-active	com.whip.app.VisualCatalogPagesTest#captureGymPageCatalog	Investigating	/tmp/whip-astra-baseline-20260908/raw/gym.workout.active.png + .xml; 66-owner run khC0SB	Set renderer source and exact Undo/recreation/completion/History journey reviewed under VER-20260910-007. Existing earlier-Set correction and whole-workout completion pass. Complete screen flows remain open.	Normal phone/wide active Workout and populated History originals reviewed in execution-builders; the new native History Set frame confirms shared hierarchy. Existing expanded-Set geometry contracts pass; its complete specialized editor evidence remains pending.	FND-20260910-008/009; shared Set roles and precise outcomes verified; broader surface acceptance remains Investigating.	Scoped evidence: VER-20260910-007; artifacts/astra-audit/2026-09-10/execution-builders/README.md.
gym.531.workout.active	gym	page	active programmed workout	state:531-workout-active	com.whip.app.GymFiveThreeOneJourneyE2ETest#generatedProgramPersistsStartsNextDayAndRendersProgrammedWorkout	Investigating	/tmp/whip-astra-baseline-20260908/raw/gym.531.workout.active.png + .xml; 66-owner run khC0SB	Pending	Pending	Pending	Pending
gym.routine.active-blocked	gym	page	active workout recovery	state:routine-active-blocked	com.whip.app.GymFiveThreeOneJourneyE2ETest#generatedProgramPersistsStartsNextDayAndRendersProgrammedWorkout	Investigating	/tmp/whip-astra-baseline-20260908/raw/gym.routine.active-blocked.png + .xml; 66-owner run khC0SB	Pending	Pending	Pending	Pending
gym.history.populated	gym	page	populated	route:gym-history	com.whip.app.VisualCatalogPagesTest#captureGymPageCatalog	Investigating	/tmp/whip-astra-baseline-20260908/raw/gym.history.populated.png + .xml; 66-owner run khC0SB	Set renderer source and exact Undo/recreation/completion/History journey reviewed under VER-20260910-007. Existing earlier-Set correction and whole-workout completion pass. Complete screen flows remain open.	Normal phone/wide active Workout and populated History originals reviewed in execution-builders; the new native History Set frame confirms shared hierarchy. Existing expanded-Set geometry contracts pass; its complete specialized editor evidence remains pending.	FND-20260910-008/009; shared Set roles and precise outcomes verified; broader surface acceptance remains Investigating.	Scoped evidence: VER-20260910-007; artifacts/astra-audit/2026-09-10/execution-builders/README.md.
gym.history.expanded	gym	page	expanded workout details	state:gym-history-expanded	com.whip.app.GymPowerInputUiTest#historicalSetCardSharesActiveHierarchyAndInsetsAtLargeText	Investigating	/tmp/whip-astra-baseline-20260908/raw/gym.history.expanded.png + .xml; 66-owner run khC0SB	Set renderer source and exact Undo/recreation/completion/History journey reviewed under VER-20260910-007. Existing earlier-Set correction and whole-workout completion pass. Complete screen flows remain open.	Normal phone/wide active Workout and populated History originals reviewed in execution-builders; the new native History Set frame confirms shared hierarchy. Existing expanded-Set geometry contracts pass; its complete specialized editor evidence remains pending.	FND-20260910-008/009; shared Set roles and precise outcomes verified; broader surface acceptance remains Investigating.	Scoped evidence: VER-20260910-007; artifacts/astra-audit/2026-09-10/execution-builders/README.md.
gym.progress.populated	gym	page	populated	route:gym-progress	com.whip.app.VisualCatalogPagesTest#captureGymPageCatalog	Investigating	/tmp/whip-astra-baseline-20260908/raw/gym.progress.populated.png + .xml; 66-owner run khC0SB	Pending	Pending	Pending	Pending
gym.library.landing	gym	page	populated	route:gym-library	com.whip.app.VisualCatalogPagesTest#captureGymPageCatalog	Verified	/tmp/whip-astra-baseline-20260908/raw/gym.library.landing.png + .xml; 66-owner run khC0SB	GymLibraryLanding uses established navigation rows for five child destinations; current real catalog owner visits each and preserves Library routing. Retain this landing layout; child journey acceptance remains independently tracked.	Five existing navigation rows clearly identify Routines, Exercises, Machines, Categories and Tools. This established landing layout is retained. Current catalog original personally reviewed; long-record phone/wide peers reviewed separately.	FND-20260910-023/024; DEC/IMP-20260910-015. Library landing retained; three catalog compositions unified.	VER-20260910-015; artifacts/astra-audit/2026-09-10/gym-library/README.md; 95 final-production API 34 regressions, twelve final focused methods on each API 34/37, 371 JVM readiness. Fixture-only deltas explicitly retained.
gym.routines.populated	gym	page	populated	route:gym-routines	com.whip.app.VisualCatalogPagesTest#captureGymPageCatalog	Investigating	/tmp/whip-astra-baseline-20260908/raw/gym.routines.populated.png + .xml; 66-owner run khC0SB	Pending	Pending	Pending	Pending
gym.exercises.populated	gym	page	populated	route:gym-exercises	com.whip.app.VisualCatalogPagesTest#captureGymPageCatalog	Verified	/tmp/whip-astra-baseline-20260908/raw/gym.exercises.populated.png + .xml; 66-owner run khC0SB	GymScreens catalog projections/editors, WhipRecordItem, Gym catalog mutation ownership and repository version/link policies reviewed. Native editing/recreation/reorder/archive/restore/version journeys preserve exact links and completed history. This is bounded catalog acceptance; advanced forms and complete Routine/programming work remain separate.	The ordinary single-Exercise catalog uses the same title/action header and full-width tracking summary as long records. Current catalog original personally reviewed; long-record phone/wide peers reviewed separately.	FND-20260910-023/024; DEC/IMP-20260910-015. Library landing retained; three catalog compositions unified.	VER-20260910-015; artifacts/astra-audit/2026-09-10/gym-library/README.md; 95 final-production API 34 regressions, twelve final focused methods on each API 34/37, 371 JVM readiness. Fixture-only deltas explicitly retained.
gym.machines.populated	gym	page	populated	route:gym-machines	com.whip.app.VisualCatalogPagesTest#captureGymPageCatalog	Verified	/tmp/whip-astra-baseline-20260908/raw/gym.machines.populated.png + .xml; 66-owner run khC0SB	GymScreens catalog projections/editors, WhipRecordItem, Gym catalog mutation ownership and repository version/link policies reviewed. Native editing/recreation/reorder/archive/restore/version journeys preserve exact links and completed history. This is bounded catalog acceptance; advanced forms and complete Routine/programming work remain separate.	The ordinary single-Machine catalog exposes linked Exercise, v1, mass scale and Total Load below its common header. Current catalog original personally reviewed; long-record phone/wide peers reviewed separately.	FND-20260910-023/024; DEC/IMP-20260910-015. Library landing retained; three catalog compositions unified.	VER-20260910-015; artifacts/astra-audit/2026-09-10/gym-library/README.md; 95 final-production API 34 regressions, twelve final focused methods on each API 34/37, 371 JVM readiness. Fixture-only deltas explicitly retained.
gym.categories.populated	gym	page	populated	route:gym-categories	com.whip.app.VisualCatalogPagesTest#captureGymPageCatalog	Verified	/tmp/whip-astra-baseline-20260908/raw/gym.categories.populated.png + .xml; 66-owner run khC0SB	GymScreens catalog projections/editors, WhipRecordItem, Gym catalog mutation ownership and repository version/link policies reviewed. Native editing/recreation/reorder/archive/restore/version journeys preserve exact links and completed history. This is bounded catalog acceptance; advanced forms and complete Routine/programming work remain separate.	The ordinary Category catalog retains direct Edit and Archive beside its title and complete kind below. Current catalog original personally reviewed; long-record phone/wide peers reviewed separately.	FND-20260910-023/024; DEC/IMP-20260910-015. Library landing retained; three catalog compositions unified.	VER-20260910-015; artifacts/astra-audit/2026-09-10/gym-library/README.md; 95 final-production API 34 regressions, twelve final focused methods on each API 34/37, 371 JVM readiness. Fixture-only deltas explicitly retained.
gym.tools	gym	page	populated	route:gym-tools	com.whip.app.VisualCatalogPagesTest#captureGymPageCatalog	Investigating	/tmp/whip-astra-baseline-20260908/raw/gym.tools.png + .xml; 66-owner run khC0SB	Pending	Pending	Pending	Pending
gym.routine-builder.outline	gym	page	outline	route:routine-builder	com.whip.app.RoutineBuilderUiTest#blankRoutineSurfacesTopLevelFiveThreeOneEntry	Investigating	/tmp/whip-astra-baseline-20260908/raw/gym.routine-builder.outline.png + .xml; 66-owner run khC0SB	Pending	Pending	Pending	Pending
gym.routine-builder.program	gym	page	program structure	route:routine-program	com.whip.app.RoutineBuilderUiTest#structuredMainExerciseUsesProgramStructureAndHidesGenericRewriteControls	Investigating	/tmp/whip-astra-baseline-20260908/raw/gym.routine-builder.program.png + .xml; 66-owner run khC0SB	Pending	Pending	Pending	Pending
gym.routine-builder.exercise-picker	gym	page	picker	route:routine-exercise-picker	com.whip.app.RoutineBuilderUiTest#twoHundredExerciseLibraryIsSearchableAndOnlySelectionsEnterOutline	Investigating	/tmp/whip-astra-baseline-20260908/raw/gym.routine-builder.exercise-picker.png + .xml; 66-owner run khC0SB	Pending	Pending	Pending	Pending
gym.routine-builder.workout-picker	gym	page	picker	route:routine-workout-picker	com.whip.app.RoutineBuilderUiTest#emptyWorkoutPickerUsesTheSharedEmptyStateAndKeepsBackReachable	Investigating	/tmp/whip-astra-baseline-20260908/raw/gym.routine-builder.workout-picker.png + .xml; 66-owner run khC0SB	Pending	Pending	Pending	Pending
gym.531.setup	gym	dialog	ready to build	dialog:531-setup	com.whip.app.RoutineBuilderUiTest#leaderAnchorSetupShowsProgressiveReviewAndBuildsAssistanceAndJokers	Investigating	/tmp/whip-astra-baseline-20260908/raw/gym.531.setup.png + .xml; 66-owner run khC0SB	Pending	Pending	Pending	Pending
gym.531.setup-blocked	gym	dialog	empty library	state:531-setup-blocked	com.whip.app.RoutineBuilderUiTest#blankRoutineSurfacesTopLevelFiveThreeOneEntry	Investigating	/tmp/whip-astra-baseline-20260908/raw/gym.531.setup-blocked.png + .xml; 66-owner run khC0SB	Pending	Pending	Pending	Pending
gym.531.review	gym	dialog	populated	dialog:531-review	com.whip.app.FiveThreeOneCycleReviewUiTest#defaultsToStandardAndValidatesSuggestionAndCustomDecision	Investigating	/tmp/whip-astra-baseline-20260908/raw/gym.531.review.png + .xml; 66-owner run khC0SB	Pending	Pending	Pending	Pending
gym.rep-scheme	gym	dialog	configured	dialog:rep-scheme	com.whip.app.RoutineBuilderUiTest#captureRepSchemeCatalog	Investigating	/tmp/whip-astra-baseline-20260908/raw/gym.rep-scheme.png + .xml; 66-owner run khC0SB	Pending	Pending	Pending	Pending
gym.quick-machine	gym	dialog	new machine	dialog:quick-machine	com.whip.app.RoutineBuilderUiTest#machineCanBeQuickCreatedForAPlacementWithoutLeavingBuilder	Investigating	/tmp/whip-astra-baseline-20260908/raw/gym.quick-machine.png + .xml; 66-owner run khC0SB	Pending	Pending	Pending	Pending
gym.exercise.editor	gym	dialog	existing exercise	dialog:exercise-editor	com.whip.app.GymPowerInputUiTest#durationExerciseOnlyShowsApplicableAdvancedOptionsAndRepairsItsGraphDefault	Investigating	/tmp/whip-astra-baseline-20260908/raw/gym.exercise.editor.png + .xml; 66-owner run khC0SB	Pending	Pending	Pending	Pending
gym.exercise.picker	gym	dialog	populated	dialog:exercise-picker	com.whip.app.RoutineBuilderUiTest#sharedExercisePickerAlwaysOffersSearchAndSeededCreation	Investigating	/tmp/whip-astra-baseline-20260908/raw/gym.exercise.picker.png + .xml; 66-owner run khC0SB	Pending	Pending	Pending	Pending
gym.exercise.actions	gym	dialog	open	dialog:exercise-actions	com.whip.app.GymPowerInputUiTest#captureWorkoutComponentCatalog	Investigating	/tmp/whip-astra-baseline-20260908/raw/gym.exercise.actions.png + .xml; 66-owner run khC0SB	Pending	Pending	Pending	Pending
gym.exercise.permanent-delete	gym	dialog	with impact summary	dialog:exercise-delete	com.whip.app.GymPowerInputUiTest#exerciseDeleteDialogBlocksActiveUseAndPreservesTrainingMaxAuditHistory	In progress	/tmp/whip-astra-baseline-20260908/raw/gym.exercise.permanent-delete.png + .xml; 66-owner run khC0SB	Source and real-dialog route inspected; actual text scale and existing scoped interactions pass; complete domain/journey review remains pending	Active-workout warning and route lead the impact list; long labels wrap and guarded deletion remains exercised.	FND-20260909-006; IMP/VER-20260909-008	artifacts/astra-audit/2026-09-09/dialog-font-coverage/gym.exercise.permanent-delete.png; VER-20260909-008; current scope is font/recovery only
gym.machine.editor	gym	dialog	new machine	dialog:machine-editor	com.whip.app.GymPowerInputUiTest#numberedMachineDefaultsToCompactOneThroughTenRangeAndIncrement	Investigating	/tmp/whip-astra-baseline-20260908/raw/gym.machine.editor.png + .xml; 66-owner run khC0SB	Pending	Pending	Pending	Pending
gym.machine.choice	gym	dialog	populated	dialog:machine-choice	com.whip.app.RoutineBuilderUiTest#machineCanBeQuickCreatedForAPlacementWithoutLeavingBuilder	Investigating	/tmp/whip-astra-baseline-20260908/raw/gym.machine.choice.png + .xml; 66-owner run khC0SB	Pending	Pending	Pending	Pending
gym.machine.permanent-delete	gym	dialog	with impact summary	dialog:machine-delete	com.whip.app.GymPowerInputUiTest#machineDeleteDialogExplainsPreservedHistoryAndBlocksActiveUse	In progress	/tmp/whip-astra-baseline-20260908/raw/gym.machine.permanent-delete.png + .xml; 66-owner run khC0SB	Source and real-dialog route inspected; actual text scale and existing scoped interactions pass; complete domain/journey review remains pending	Long title and Removed/Kept impact are readable; existing list scroll reaches Needs Attention and Active Workout.	FND-20260909-006; IMP/VER-20260909-008	artifacts/astra-audit/2026-09-09/dialog-font-coverage/gym.machine.permanent-delete.png; VER-20260909-008; current scope is font/recovery only
gym.workout.editor	gym	dialog	new workout	dialog:workout-editor	com.whip.app.ui.SafetyChoiceUiTest#captureWorkoutEditorAndGroupCatalog	Investigating	/tmp/whip-astra-baseline-20260908/raw/gym.workout.editor.png + .xml; 66-owner run khC0SB	Pending	Pending	Pending	Pending
gym.workout.set-editor	gym	dialog	configured	dialog:workout-set	com.whip.app.GymPowerInputUiTest#captureWorkoutComponentCatalog	Investigating	/tmp/whip-astra-baseline-20260908/raw/gym.workout.set-editor.png + .xml; 66-owner run khC0SB	Pending	Pending	Pending	Pending
gym.workout.group	gym	dialog	configured	dialog:workout-group	com.whip.app.ui.SafetyChoiceUiTest#captureWorkoutEditorAndGroupCatalog	Investigating	/tmp/whip-astra-baseline-20260908/raw/gym.workout.group.png + .xml; 66-owner run khC0SB	Pending	Pending	Pending	Pending
gym.workout.notes	gym	dialog	populated	dialog:workout-notes	com.whip.app.GymPowerInputUiTest#captureWorkoutComponentCatalog	Investigating	/tmp/whip-astra-baseline-20260908/raw/gym.workout.notes.png + .xml; 66-owner run khC0SB	Pending	Pending	Pending	Pending
gym.rest-duration	gym	dialog	configured	dialog:rest-duration	com.whip.app.GymPowerInputUiTest#captureRestDurationCatalog	Investigating	/tmp/whip-astra-baseline-20260908/raw/gym.rest-duration.png + .xml; 66-owner run khC0SB	Pending	Pending	Pending	Pending
gym.workout.permanent-delete	gym	dialog	with impact summary	dialog:workout-delete	com.whip.app.ui.WorkoutDeletionUiTest#exactReviewDistinguishesRemovedRecalculatedAndPreservedHistory	Investigating	/tmp/whip-astra-baseline-20260908/raw/gym.workout.permanent-delete.png + .xml; 66-owner run khC0SB	Pending	Pending	Pending	Pending
gym.tracked-records	gym	dialog	configured	dialog:tracked-records	com.whip.app.GymPowerInputUiTest#captureWorkoutComponentCatalog	Investigating	/tmp/whip-astra-baseline-20260908/raw/gym.tracked-records.png + .xml; 66-owner run khC0SB	Pending	Pending	Pending	Pending
gym.routine.program-position	gym	dialog	configured	dialog:routine-position	com.whip.app.GymPowerInputUiTest#captureWorkoutComponentCatalog	Investigating	/tmp/whip-astra-baseline-20260908/raw/gym.routine.program-position.png + .xml; 66-owner run khC0SB	Pending	Pending	Pending	Pending
gym.routine.permanent-delete	gym	dialog	with impact summary	dialog:routine-delete	com.whip.app.GymPowerInputUiTest#routineDeleteDialogBlocksActiveSourceAndKeepsWorkoutAndTrainingMaxHistory	Investigating	/tmp/whip-astra-baseline-20260908/raw/gym.routine.permanent-delete.png + .xml; 66-owner run khC0SB	Pending	Pending	Pending	Pending
gym.confirmation	gym	dialog	open	dialog:gym-confirmation	com.whip.app.GymPowerInputUiTest#requiredMainSetUsesExplicitNotPerformedWarningInsteadOfGenericRemoval	Investigating	/tmp/whip-astra-baseline-20260908/raw/gym.confirmation.png + .xml; 66-owner run khC0SB	Pending	Pending	Pending	Pending
gym.defaults-change	gym	dialog	meaning change	dialog:gym-defaults	com.whip.app.GymPowerInputUiTest#convertingExerciseToPoundsUsesPoundHardwareRatherThanConvertedDecimals	Investigating	/tmp/whip-astra-baseline-20260908/raw/gym.defaults-change.png + .xml; 66-owner run khC0SB	Pending	Pending	Pending	Pending
gym.category-allocation	gym	menu	open	dialog:gym-allocation	com.whip.app.VisualCatalogPagesTest#captureGymCategoryAllocationCatalog	Investigating	/tmp/whip-astra-baseline-20260908/raw/gym.category-allocation.png + .xml; 66-owner run khC0SB	Pending	Pending	Pending	Pending
gym.workout-set.menu	gym	menu	open	menu:workout-set	com.whip.app.GymPowerInputUiTest#captureWorkoutComponentCatalog	Investigating	/tmp/whip-astra-baseline-20260908/raw/gym.workout-set.menu.png + .xml; 66-owner run khC0SB	Pending	Pending	Pending	Pending
gym.workout-exercise.menu	gym	menu	open	menu:workout-exercise	com.whip.app.GymPowerInputUiTest#captureWorkoutComponentCatalog	Investigating	/tmp/whip-astra-baseline-20260908/raw/gym.workout-exercise.menu.png + .xml; 66-owner run khC0SB	Pending	Pending	Pending	Pending
gym.workout-history.menu	gym	menu	open	menu:workout-history	com.whip.app.GymPowerInputUiTest#workoutHistoryCardUsesOneStableActionPerExerciseAndMovesSecondaryActionsToMenu	Investigating	/tmp/whip-astra-baseline-20260908/raw/gym.workout-history.menu.png + .xml; 66-owner run khC0SB	Pending	Pending	Pending	Pending
gym.routine.menu	gym	menu	open	menu:routine-row	com.whip.app.VisualCatalogPagesTest#captureGymPageCatalog	Investigating	/tmp/whip-astra-baseline-20260908/raw/gym.routine.menu.png + .xml; 66-owner run khC0SB	Pending	Pending	Pending	Pending
gym.machine.menu	gym	menu	open	menu:machine-row	com.whip.app.VisualCatalogPagesTest#captureGymPageCatalog	Verified	/tmp/whip-astra-baseline-20260908/raw/gym.machine.menu.png + .xml; 66-owner run khC0SB	GymScreens catalog projections/editors, WhipRecordItem, Gym catalog mutation ownership and repository version/link policies reviewed. Native editing/recreation/reorder/archive/restore/version journeys preserve exact links and completed history. This is bounded catalog acceptance; advanced forms and complete Routine/programming work remain separate.	The active Machine menu retains Archive and New Configuration Version, with destructive Delete Permanently separated last. Current catalog original personally reviewed; long-record phone/wide peers reviewed separately.	FND-20260910-023/024; DEC/IMP-20260910-015. Library landing retained; three catalog compositions unified.	VER-20260910-015; artifacts/astra-audit/2026-09-10/gym-library/README.md; 95 final-production API 34 regressions, twelve final focused methods on each API 34/37, 371 JVM readiness. Fixture-only deltas explicitly retained.
gym.routine-placement.menu	gym	menu	open	menu:routine-placement	com.whip.app.RoutineBuilderUiTest#twoHundredExerciseLibraryIsSearchableAndOnlySelectionsEnterOutline	Investigating	/tmp/whip-astra-baseline-20260908/raw/gym.routine-placement.menu.png + .xml; 66-owner run khC0SB	Pending	Pending	Pending	Pending
gym.classification.menu	gym	menu	open	menu:routine-classification	com.whip.app.RoutineBuilderUiTest#captureRepSchemeCatalog	Investigating	/tmp/whip-astra-baseline-20260908/raw/gym.classification.menu.png + .xml; 66-owner run khC0SB	Pending	Pending	Pending	Pending
settings.index	settings	page	category list	route:settings-index	com.whip.app.VisualCatalogPagesTest#captureSettingsPageCatalog	In progress	0e83be9; j22ywF seven original Settings pages	Settings role builder and inherited toggle callers reviewed; exact native choice, typed draft recreation, confirmed Save and reopen pass. Complete specialized feature acceptance remains separate.	Seven before and eighteen final API 34/37 originals personally inspected at normal scale. Complete values, shared label/control hierarchy and full-width explanations; lower scrolled content is outside initial-view evidence.	FND/DEC/IMP-20260910-006; FND-20260910-007 fixture race corrected; actual category navigation retained.	VER-20260910-006; artifacts/astra-audit/2026-09-10/settings-builders/README.md; 147 API 34, five API 37, 346 JVM readiness.
settings.appearance	settings	page	configured	route:settings-appearance	com.whip.app.VisualCatalogPagesTest#captureSettingsPageCatalog	In progress	0e83be9; j22ywF seven original Settings pages	Settings role builder and inherited toggle callers reviewed; exact native choice, typed draft recreation, confirmed Save and reopen pass. Complete specialized feature acceptance remains separate.	Seven before and eighteen final API 34/37 originals personally inspected at normal scale. Complete values, shared label/control hierarchy and full-width explanations; lower scrolled content is outside initial-view evidence.	FND/DEC/IMP-20260910-006; FND-20260910-007 fixture race corrected; actual category navigation retained.	VER-20260910-006; artifacts/astra-audit/2026-09-10/settings-builders/README.md; 147 API 34, five API 37, 346 JVM readiness.
settings.planning	settings	page	configured	route:settings-planning	com.whip.app.VisualCatalogPagesTest#captureSettingsPageCatalog	In progress	0e83be9; j22ywF seven original Settings pages	Settings role builder and inherited toggle callers reviewed; exact native choice, typed draft recreation, confirmed Save and reopen pass. Complete specialized feature acceptance remains separate.	Seven before and eighteen final API 34/37 originals personally inspected at normal scale. Complete values, shared label/control hierarchy and full-width explanations; lower scrolled content is outside initial-view evidence.	FND/DEC/IMP-20260910-006; FND-20260910-007 fixture race corrected; actual category navigation retained.	VER-20260910-006; artifacts/astra-audit/2026-09-10/settings-builders/README.md; 147 API 34, five API 37, 346 JVM readiness.
settings.organization	settings	page	configured	route:settings-organization	com.whip.app.VisualCatalogPagesTest#captureSettingsPageCatalog	In progress	0e83be9; j22ywF seven original Settings pages	Settings role builder and inherited toggle callers reviewed; exact native choice, typed draft recreation, confirmed Save and reopen pass. Complete specialized feature acceptance remains separate.	Seven before and eighteen final API 34/37 originals personally inspected at normal scale. Complete values, shared label/control hierarchy and full-width explanations; lower scrolled content is outside initial-view evidence.	FND/DEC/IMP-20260910-006; FND-20260910-007 fixture race corrected; actual category navigation retained.	VER-20260910-006; artifacts/astra-audit/2026-09-10/settings-builders/README.md; 147 API 34, five API 37, 346 JVM readiness.
settings.reminders	settings	page	configured	route:settings-reminders	com.whip.app.VisualCatalogPagesTest#captureSettingsPageCatalog	In progress	0e83be9; j22ywF seven original Settings pages	Settings role builder and inherited toggle callers reviewed; exact native choice, typed draft recreation, confirmed Save and reopen pass. Complete specialized feature acceptance remains separate.	Seven before and eighteen final API 34/37 originals personally inspected at normal scale. Complete values, shared label/control hierarchy and full-width explanations; lower scrolled content is outside initial-view evidence.	FND/DEC/IMP-20260910-006; FND-20260910-007 fixture race corrected; actual category navigation retained.	VER-20260910-006; artifacts/astra-audit/2026-09-10/settings-builders/README.md; 147 API 34, five API 37, 346 JVM readiness.
settings.data-privacy	settings	page	configured	route:settings-data	com.whip.app.VisualCatalogPagesTest#captureSettingsPageCatalog	In progress	0e83be9; j22ywF seven original Settings pages	Settings role builder and inherited toggle callers reviewed; exact native choice, typed draft recreation, confirmed Save and reopen pass. Complete specialized feature acceptance remains separate.	Seven before and eighteen final API 34/37 originals personally inspected at normal scale. Complete values, shared label/control hierarchy and full-width explanations; lower scrolled content is outside initial-view evidence.	FND/DEC/IMP-20260910-006; FND-20260910-007 fixture race corrected; actual category navigation retained.	VER-20260910-006; artifacts/astra-audit/2026-09-10/settings-builders/README.md; 147 API 34, five API 37, 346 JVM readiness.
settings.about-diagnostics	settings	page	configured	route:settings-about	com.whip.app.VisualCatalogPagesTest#captureSettingsPageCatalog	In progress	0e83be9; j22ywF seven original Settings pages	Settings role builder and inherited toggle callers reviewed; exact native choice, typed draft recreation, confirmed Save and reopen pass. Complete specialized feature acceptance remains separate.	Seven before and eighteen final API 34/37 originals personally inspected at normal scale. Complete values, shared label/control hierarchy and full-width explanations; lower scrolled content is outside initial-view evidence.	FND/DEC/IMP-20260910-006; FND-20260910-007 fixture race corrected; actual category navigation retained.	VER-20260910-006; artifacts/astra-audit/2026-09-10/settings-builders/README.md; 147 API 34, five API 37, 346 JVM readiness.
settings.backup-preview	settings	dialog	backup preview	dialog:settings-backup	com.whip.app.ui.SafetyChoiceUiTest#replaceEverythingRequiresFinalConfirmationAndBusyBlocksDuplicates	In progress	/tmp/whip-astra-baseline-20260908/raw/settings.backup-preview.png + .xml; 66-owner run khC0SB	Pending	Both choices, their distinct meanings, record/export context, and all metadata fit at ordinary text; duplicate choice headings are removed.	FND-20260909-009 scoped correction; IMP/VER-20260909-009	artifacts/astra-audit/2026-09-09/short-dialogs/settings.backup-preview.png; VER-20260909-009
settings.restore-preview	settings	dialog	restore preview	dialog:settings-restore	com.whip.app.ui.SafetyChoiceUiTest#replaceEverythingRequiresFinalConfirmationAndBusyBlocksDuplicates	In progress	/tmp/whip-astra-baseline-20260908/raw/settings.restore-preview.png + .xml; 66-owner run khC0SB	Pending	Ordinary replacement second gate keeps recovery meaning, complete impacts, backup advice, and both actions readable.	FND-20260909-009 scoped correction; IMP/VER-20260909-009	artifacts/astra-audit/2026-09-09/short-dialogs/settings.restore-preview.png; VER-20260909-009
settings.reset	settings	dialog	destructive confirmation	dialog:settings-reset	com.whip.app.SettingsBehaviorUiTest#rapidDoubleTapOnResetSubmitsOnlyOneDestructiveOperationAndReturnsHome	Investigating	/tmp/whip-astra-baseline-20260908/raw/settings.reset.png + .xml; 66-owner run khC0SB	Pending	Pending	Pending	Pending
settings.health-action	settings	dialog	permission change	dialog:settings-health	com.whip.app.ui.SettingsResponsiveUiTest#healthControlsRemainUnderstandableAndDeletableWhenProviderIsUnavailable	Investigating	/tmp/whip-astra-baseline-20260908/raw/settings.health-action.png + .xml; 66-owner run khC0SB	Pending	Pending	Pending	Pending
settings.custom-unit	settings	dialog	create	dialog:settings-custom-unit	com.whip.app.ui.SettingsResponsiveUiTest#customUnitDialogKeepsDraftAndShowsAnInlineDurabilityFailure	Investigating	/tmp/whip-astra-baseline-20260908/raw/settings.custom-unit.png + .xml; 66-owner run khC0SB	Pending	Pending	Pending	Pending
settings.custom-emoji	settings	dialog	custom entry	dialog:settings-emoji	com.whip.app.SettingsBehaviorUiTest#organizationSettingsAddsRenamesAndRemovesNamedCustomEmojis	Investigating	/tmp/whip-astra-baseline-20260908/raw/settings.custom-emoji.png + .xml; 66-owner run khC0SB	Pending	Pending	Pending	Pending
